,nu,nd,iA,beta,delta,Iu,Id,I0,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,A_win,B_win,C_win,D_win,winner,u_high,u_low,aud,u_high_det,u_low_det,aud_det,total_shock,high_after_shock,high_ex_ante,different,var,uA,uB,uC,uD
588,5.0,4.0,100.0,0.75,0.25,35.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,C,544.8287908799724,535.863032703978,111.9543442346593,968.75,875.0,225.0,-113.0456557653407,1.0,1.0,0.0,100.0,1556.25,1297.5,1626.5625,1303.125
589,8.0,4.0,100.0,0.75,0.25,75.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,1467.7225602162912,1033.8612801081456,144.62042670271518,1350.0,975.0,125.0,19.62042670271519,1.0,1.0,0.0,100.0,1093.75,1731.25,1487.5,2012.5
590,8.0,4.0,0.0,0.95,0.25,75.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,951.727160625051,775.8635803125255,58.62119343750851,900.0,750.0,50.0,8.62119343750851,1.0,1.0,0.0,100.0,685.0,1112.5,970.0,1255.0
591,5.0,0.0,0.0,0.95,1.0,35.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,175.0,0.0,1.937874484089427,175.0,0.0,50.0,-48.06212551591057,1.0,1.0,0.0,100.0,0.0,250.0,118.75,416.25
592,5.0,4.0,0.0,0.75,0.25,35.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,547.6454230494228,578.1163384395381,99.3721128131794,362.5,430.0,50.0,49.372112813179406,0.0,0.0,0.0,100.0,775.0,572.5,775.0,521.875
593,5.0,0.0,0.0,0.75,0.25,75.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,198.84084659231695,0.0,-46.975774242048814,656.25,0.0,75.0,-121.97577424204881,1.0,1.0,0.0,100.0,0.0,375.0,515.625,867.1875
594,8.0,0.0,0.0,0.75,1.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,600.0,0.0,174.9479491253788,600.0,0.0,75.0,99.94794912537881,1.0,1.0,0.0,100.0,0.0,600.0,0.0,1050.0
595,5.0,0.0,100.0,0.95,0.25,35.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,740.0582482486016,0.0,150.6821995329604,737.5,0.0,150.0,0.6821995329604075,1.0,1.0,0.0,100.0,0.0,750.0,801.5625,1450.625
596,8.0,4.0,0.0,0.75,0.25,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,1083.562896737375,841.7814483686875,80.59381612289586,1050.0,825.0,75.0,5.593816122895856,1.0,1.0,0.0,100.0,937.5,1218.75,1275.0,1387.5
597,8.0,0.0,0.0,0.95,0.25,35.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,960.7644321555459,0.0,113.460738692591,730.0,0.0,75.0,38.46073869259099,1.0,1.0,0.0,100.0,0.0,600.0,1045.0,1293.5
598,8.0,0.0,100.0,0.75,1.0,35.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,280.0,0.0,-229.5738528771892,280.0,0.0,75.0,-304.5738528771892,1.0,1.0,0.0,100.0,0.0,600.0,0.0,810.0
599,5.0,4.0,100.0,0.95,1.0,35.0,25.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,125.0,200.0,431.9360650810436,125.0,200.0,100.0,331.9360650810436,0.0,0.0,0.0,100.0,590.0,516.0,518.75,416.25
600,8.0,4.0,100.0,0.75,0.25,35.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,895.1340237070755,587.5670118535377,102.52233728451257,1180.0,730.0,150.0,-47.477662715487426,1.0,1.0,0.0,100.0,1556.25,1747.5,2062.5,2085.0
601,5.0,0.0,100.0,0.95,0.25,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,1406.3827661162923,0.0,275.0354042976779,937.5,0.0,150.0,125.03540429767794,1.0,1.0,0.0,100.0,0.0,750.0,801.5625,1640.625
602,5.0,4.0,0.0,0.75,0.25,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,C,817.0683519573208,653.6546815658567,217.88489385528555,562.5,450.0,150.0,67.88489385528555,1.0,1.0,0.0,100.0,937.5,993.75,1021.875,867.1875
603,8.0,0.0,0.0,0.75,0.25,35.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,904.1672462849598,0.0,104.02787438082663,730.0,0.0,75.0,29.027874380826624,1.0,1.0,0.0,100.0,0.0,600.0,675.0,1147.5
604,8.0,4.0,0.0,0.95,0.25,75.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,1306.0862548148216,953.0431274074108,117.68104246913695,900.0,750.0,50.0,67.68104246913695,1.0,1.0,0.0,100.0,685.0,1112.5,970.0,1255.0
605,8.0,4.0,0.0,0.75,0.25,75.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,C,1018.0491185873007,609.0245592936503,136.3415197645501,1100.0,650.0,150.0,-13.658480235449893,1.0,1.0,0.0,100.0,1087.5,1218.75,1425.0,1387.5
606,8.0,4.0,100.0,0.75,1.0,35.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,280.0,280.0,-23.454659879367455,280.0,280.0,50.0,-73.45465987936745,0.0,0.0,0.0,100.0,550.0,610.0,550.0,610.0
607,8.0,4.0,100.0,0.95,1.0,35.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,280.0,280.0,90.1338568264855,280.0,280.0,50.0,40.133856826485506,0.0,0.0,0.0,100.0,400.0,666.0,400.0,666.0
608,5.0,0.0,100.0,0.95,1.0,35.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,175.0,0.0,28.765245940544126,175.0,0.0,75.0,-46.234754059455874,1.0,1.0,0.0,100.0,0.0,375.0,0.0,541.25
609,8.0,4.0,100.0,0.75,0.25,35.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,1732.412751103264,1006.206375551632,242.06879185054402,1180.0,730.0,150.0,92.06879185054402,1.0,1.0,0.0,100.0,1556.25,1747.5,2062.5,2085.0
610,8.0,4.0,100.0,0.95,1.0,75.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,600.0,600.0,53.677419157561914,600.0,600.0,75.0,-21.32258084243809,0.0,0.0,0.0,100.0,790.0,1170.0,790.0,1170.0
611,5.0,4.0,0.0,0.95,1.0,35.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,175.0,280.0,-20.943365514538314,175.0,280.0,75.0,-95.94336551453831,0.0,0.0,0.0,100.0,600.0,641.0,600.0,541.25
612,5.0,0.0,0.0,0.75,1.0,75.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,375.0,0.0,-42.514379884871516,375.0,0.0,50.0,-92.51437988487152,1.0,1.0,0.0,100.0,0.0,250.0,93.75,531.25
