,nu,nd,iA,beta,delta,Iu,Id,I0,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,A_win,B_win,C_win,D_win,winner,u_high,u_low,aud,u_high_det,u_low_det,aud_det,total_shock,high_after_shock,high_ex_ante,different
6530,8.752263522676966,5.8872152198837995,60.076302296804066,0.6349086739747993,0.963702343135256,63.840154174568674,59.40942583382037,49.758832040031265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,497.43156331411205,684.3537103803158,-70.93589465369777,552.2751414973195,721.244275587419,101.69829308653456,-172.63418774023233,False,False,False
6531,9.785438799387093,3.904033091976824,30.342045741458435,0.7421986819040579,0.7427917275777838,97.81897271255141,72.46057495921579,9.066024178290776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,1063.6598255762462,806.2499728296805,42.29744207917557,999.6622307626144,780.7172672370614,16.870249345207164,25.427192733968408,True,True,False
6532,5.201751044658626,1.3517862207442466,61.25369134941763,0.044846971497428556,0.0457680183219934,68.19445209072373,61.633502333150304,14.622561299564152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,1253.2122975670734,417.8583294722205,181.01131431338032,717.4403174285293,278.6265257979878,73.07279258101191,107.93852173236841,True,True,False
6533,5.518101775655162,2.1371958992636664,61.56172578566855,0.6944947142463691,0.8979006012824615,72.21310761935928,17.958510373922078,11.757338733873867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D,514.5978565762199,353.64057890557575,206.10513990737812,408.6444724400666,312.6041596267724,18.04275392060461,188.0623859867735,True,True,False
6534,5.840828510793191,4.543598306145297,0.22505086655888462,0.01814699517538998,0.829528585160547,45.43283252312972,12.110031574476555,44.63967865804511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,90.93568055671922,125.76226210019841,20.2904273615908,159.66576443288682,179.22760389270567,89.31772205572337,-69.02729469413256,False,False,False
6535,9.337490740237689,7.415116152153656,81.45074868887949,0.10878699518583179,0.8415386990469466,92.76005621455748,70.11239762513765,85.26067238400866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A,875.2972294588274,1214.985233193843,149.1070248229184,926.0798076656815,1255.3128465093735,183.42813636885737,-34.321111545938976,False,False,False
6536,7.556471346829847,5.087596850178212,49.434062180793404,0.6685126191848263,0.49873804710565317,69.79341715958793,11.866570507069863,32.93932775759123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B,1209.154021646504,1169.1761201044892,179.99027911508813,746.0173689514712,857.3569564624747,57.7187423058363,122.27153680925183,True,False,True
6537,5.844130167148548,3.4818884665442074,33.60259807692021,0.5917805674171596,0.46788317901139853,96.85644510504508,82.02505975597398,29.432172689425386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B,822.5663139978521,827.3221155625242,82.49017418786545,713.172751972894,762.1462602966693,47.312680355073866,35.17749383279159,False,False,False
6538,6.186020585217172,1.515965548804824,23.5826898528823,0.8479407278195052,0.27351265034946415,72.92726261663577,72.38907909083956,0.8335399919875752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,410.0404828922728,211.04102066311495,-9.142960433189756,531.8702280263931,240.89699897724378,17.966065840838624,-27.10902627402838,True,True,False
6539,9.140423703197678,3.7991562039860103,45.10876835810126,0.903888521052263,0.3573660133960064,83.16350096146456,55.17943589983315,57.1024229931378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,D,1096.7591929826501,771.81178080714,57.30551568301179,1265.842722663242,842.0902232116367,86.09085063390049,-28.785334950888693,True,True,False
