,nu,nd,iA,beta,delta,Iu,Id,I0,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,A_win,B_win,C_win,D_win,winner
44,5.586819426986339,0.1239790147788844,46.095177272441056,0.17467932930565422,0.7694044104133493,59.815633214551134,13.164309131503893,36.260677892827395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
45,3.5018093334597933,0.684011770432702,2.5664596369213255,0.6721914136992994,0.4851201921141647,95.97021526568528,56.52647151778564,41.52290486660486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
46,7.86617583012079,3.7479639114415697,50.01364636478134,0.14448289198552522,0.16987870012911377,98.84358645127598,73.42165419763404,70.38418141396322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
47,5.80445533487616,4.263116671437119,83.942724441315,0.10814182700541564,0.27646401181838254,96.56648129204719,86.31295395751526,74.65288763833304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,A
48,8.552176462021562,1.5779156388788673,85.47109731120791,0.8297744478923259,0.4478737196668574,97.78728962302432,88.24044842577007,42.015081543405174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
49,8.042829566977709,8.017223932266596,90.87350250220965,0.9865105078000476,0.5509689174003829,69.70808340590239,29.94529696441627,22.118568404744998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
50,7.664112838497835,0.4323828225394677,65.38787627844391,0.5970505438326239,0.09959381449549343,82.67199401957835,39.40493414189651,75.02686239644102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,D
51,7.5717186521453375,6.808732003348032,72.57759327657864,0.5227474928875189,0.6315698483955342,85.71795070557502,28.805076984267718,24.018392411730428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,B
52,9.904676195015277,0.15332098202197275,37.36331063243301,0.8095737040937238,0.8879303730368943,80.08112713596282,40.39353640016461,40.04749225147744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
53,1.7321709682533892,0.01485811998704012,73.13474816322505,0.4714244323029808,0.8069333499976824,46.80328072792583,15.451381697523804,21.117658657619355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,D
