1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04,1.925780659210391968e+04
1.930267427925068478e+04,1.930372005039410215e+04,1.930479081906023930e+04,1.930588720882486814e+04,1.930700986008282416e+04,1.930815943057570621e+04,1.930933659594137862e+04,1.931054205028664001e+04,1.931177650678451755e+04,1.931304069829772561e+04,1.931433537803004583e+04,1.931566132020755686e+04,1.931701932079174730e+04,1.931841019822683302e+04,1.931983479422385062e+04,1.932129397458425956e+04,1.932278863006618485e+04,1.932431967729685857e+04,1.932588805973497801e+04,1.932749474868741527e+04,1.932914074438504758e+04,1.933082707712326737e+04,1.933255480847325089e+04,1.933432503257104690e+04
1.935278983067992158e+04,1.935506409203837393e+04,1.935739554527537257e+04,1.935978504676943339e+04,1.936223339029929048e+04,1.936474138689648316e+04,1.936731053470748157e+04,1.936994314381753793e+04,1.937264212343393956e+04,1.937541059563196541e+04,1.937825093099955848e+04,1.938116537169023650e+04,1.938415627178233262e+04,1.938722610906435148e+04,1.939037749909055128e+04,1.939361321214297641e+04,1.939693619397254952e+04,1.940034959153963791e+04,1.940385678550010198e+04,1.940746143200104416e+04,1.941116751766643210e+04,1.941497963882149270e+04,1.941889528133225394e+04,1.942292438418309030e+04
1.940730338905382814e+04,1.941100499777078585e+04,1.941481243312278093e+04,1.941872359236910415e+04,1.942274756837712994e+04,1.942689328489632680e+04,2.011414808619435280e+04,2.011959435695378124e+04,2.012508270440753040e+04,2.013061265608677422e+04,2.013618528896830685e+04,2.014180072326858863e+04,2.014745919909296936e+04,2.015316132219198334e+04,2.015890736592319445e+04,2.016469780332029768e+04,2.017053320959547636e+04,2.017641396189456282e+04,2.018234058986902528e+04,2.018831361287248728e+04,2.019433372146427791e+04,2.020040152012389080e+04,2.020651767737625778e+04,2.021268319432191493e+04
2.015626232857228752e+04,2.016203243063604168e+04,2.016784710241614448e+04,2.017370692789507302e+04,2.017961249251949266e+04,2.018556405324765001e+04,2.019156252994183160e+04,2.019760825139438384e+04,2.020370221090317864e+04,2.020984487344320587e+04,2.021603729165348341e+04,2.022228023632994882e+04,2.022857457028824138e+04,2.023492139672562553e+04,2.024132112452469300e+04,2.024777441448084937e+04,2.025420575874771021e+04,2.026066397155266168e+04,2.026717763093452231e+04,2.027374818602443702e+04,2.028037650814645531e+04,2.028706339272234618e+04,2.029380957450764981e+04,2.030061593844596064e+04
2.021961391210468719e+04,2.022588625926351961e+04,2.023221037826564498e+04,2.023858741883142284e+04,2.024501852792090358e+04,2.025147012597978028e+04,2.025790542655040917e+04,2.026439514395869264e+04,2.027094134549118826e+04,2.027754491614007202e+04,2.028420677055457418e+04,2.029092760019244088e+04,2.029770819703943198e+04,2.030454949512429812e+04,2.031145252074686505e+04,2.031841817337115936e+04,2.032544716368220543e+04,2.033253913113827730e+04,2.033969648977932593e+04,2.034691892957572782e+04,2.035420732095609492e+04,2.036156270713975391e+04,2.036898533526365645e+04,2.037647641815941824e+04
2.027554534621796847e+04,2.028218954722903072e+04,2.028889249004444719e+04,2.029565493717568097e+04,2.030247783317825088e+04,2.030936207198625561e+04,2.031630877820245951e+04,2.032331864422058425e+04,2.033039138730574996e+04,2.033752907785075877e+04,2.034473160688041389e+04,2.035200002318409315e+04,2.035933513954794398e+04,2.036673758408902722e+04,2.037420770100061418e+04,2.038174684267013436e+04,2.038935545700807415e+04,2.039703472054102167e+04,2.040478532372675545e+04,2.041260823981430804e+04,2.042041502317163395e+04,2.042825390108247666e+04,2.043616756253145650e+04,2.044415715809800895e+04
2.032617098965101104e+04,2.033326962350578469e+04,2.034043359743132532e+04,2.034766288732976318e+04,2.035495810550571332e+04,2.036232024499912222e+04,2.036974987454092843e+04,2.037724794488569751e+04,2.038481509454939442e+04,2.039245204692415064e+04,2.040016003441860812e+04,2.040793996722391603e+04,2.041577333164978336e+04,2.042357588777881028e+04,2.043144475815733676e+04,2.043938893378577995e+04,2.044740996578010163e+04,2.045550942805088562e+04,2.046368900633695375e+04,2.047195036645784785e+04,2.048029518275888404e+04,2.048872579766425770e+04,2.049724389395327307e+04,2.050585092541749327e+04
2.037317541269383946e+04,2.038070513537923398e+04,2.038830402543583114e+04,2.039597345244043754e+04,2.040371419108788177e+04,2.041152762263899422e+04,2.041934185054788759e+04,2.042717063230169151e+04,2.043507378958781555e+04,2.044305288274132545e+04,2.045110964808593053e+04,2.045924566368656451e+04,2.046746228666235402e+04,2.047576193768442681e+04,2.048414565433483585e+04,2.049261613735679930e+04,2.050117478865321755e+04,2.050982308342169927e+04,2.051856293215477490e+04,2.052739531958160296e+04,2.053632240845704655e+04,2.054534548622586590e+04,2.055446641874064517e+04,2.056368689951014676e+04
2.041728440697498445e+04,2.042509459680514192e+04,2.043297788725459031e+04,2.044093698339906041e+04,2.044897292228822698e+04,2.045708781318922047e+04,2.046528302249416811e+04,2.047356067931297366e+04,2.048192178384301587e+04,2.049036922555538331e+04,2.049890443827030685e+04,2.050752888482799972e+04,2.051624443360287842e+04,2.052505215936791865e+04,2.053395410188087772e+04,2.054295160489697082e+04,2.055204652984609857e+04,2.056124055720918113e+04,2.057050244407407808e+04,2.057977495281216761e+04,2.058914471780190070e+04,2.059861488554382959e+04,2.060818688234587171e+04,2.061786199282784582e+04
2.045844673896250970e+04,2.046665542221178475e+04,2.047494699468550243e+04,2.048332227245843387e+04,2.049178421966377573e+04,2.050033418787835762e+04,2.050897364772639048e+04,2.051770450670328864e+04,2.052652774504308400e+04,2.053544552210764959e+04,2.054445912060112823e+04,2.055357041770809519e+04,2.056278112524736571e+04,2.057203964267528499e+04,2.058132810836911449e+04,2.059071445668977685e+04,2.060020155141246505e+04,2.060979065150752285e+04,2.061948294317497493e+04,2.062928088247503547e+04,2.063918721457125139e+04,2.064920447411532223e+04,2.065933529933630052e+04,2.066958367002032901e+04
2.049781485241677728e+04,2.050642786922588857e+04,2.051513172323984691e+04,2.052392767878112500e+04,2.053281752832854181e+04,2.054180281730459319e+04,2.055088527917925239e+04,2.056006659703080004e+04,2.056932863245779299e+04,2.057859123856638325e+04,2.058794839529710953e+04,2.059740588580935946e+04,2.060696477427639911e+04,2.061662664205530746e+04,2.062639333896291646e+04,2.063626766683659298e+04,2.064625182204669545e+04,2.065634918890870904e+04,2.066656236504517437e+04,2.067689498282496061e+04,2.068735021473642701e+04,2.069793114094898920e+04,2.070863905074175636e+04,2.071939067759408135e+04
2.053574457832553162e+04,2.054476140891903560e+04,2.055387599134672564e+04,2.056309003118457986e+04,2.057234786381718368e+04,2.058163953201565892e+04,2.059102923577751790e+04,2.060051973105834622e+04,2.061011220155752380e+04,2.061980799568580915e+04,2.062960952577332864e+04,2.063951949904266803e+04,2.064954046838497743e+04,2.065967515456962428e+04,2.066992747845413396e+04,2.068029948518276797e+04,2.069079553273183046e+04,2.070141815447140834e+04,2.071215154374654230e+04,2.072292741890465550e+04,2.073382801638880846e+04,2.074485537384854979e+04,2.075601226068302640e+04,2.076730088172617252e+04
2.057242803195583474e+04,2.058172053325333036e+04,2.059111110990007728e+04,2.060060248980514370e+04,2.061019583708746359e+04,2.061989254235383123e+04,2.062969500655929369e+04,2.063960592705646559e+04,2.064962786148146188e+04,2.065976355207541565e+04,2.067001690436698846e+04,2.068038997634269253e+04,2.069088711017105379e+04,2.070151084162998814e+04,2.071224456534425190e+04,2.072302142969024499e+04,2.073392312155772379e+04,2.074495155887793953e+04,2.075610958417097208e+04,2.076739936369240968e+04,2.077882260064498769e+04,2.079038363739143460e+04,2.080208445870670039e+04,2.081392889297660804e+04
2.060767247205828244e+04,2.061734204747303011e+04,2.062711642322707121e+04,2.063699878729091142e+04,2.064699125853491933e+04,2.065709705945578389e+04,2.066731896232461440e+04,2.067766039085163357e+04,2.068812479004991110e+04,2.069871508103113592e+04,2.070943090182895685e+04,2.072018578787899241e+04,2.073105460318734549e+04,2.074205006138321187e+04,2.075317371586460649e+04,2.076442899260405466e+04,2.077581657842814093e+04,2.078734138244025235e+04,2.079900503652580664e+04,2.081081167528495644e+04,2.082276413798310386e+04,2.083486860046983929e+04,2.084710231933778050e+04,2.085938852797693835e+04
2.064203187809698284e+04,2.065208094858333061e+04,2.066224485969270972e+04,2.067252710723740529e+04,2.068293010989648246e+04,2.069345776585030399e+04,2.070411264303608914e+04,2.071485292373318589e+04,2.072566006246047618e+04,2.073659232272968802e+04,2.074765189179199297e+04,2.075884170361167708e+04,2.077016364594626066e+04,2.078162024389929138e+04,2.079321489280031165e+04,2.080495043063698904e+04,2.081683004799476839e+04,2.082885858463554177e+04,2.084104063738060358e+04,2.085328772786503396e+04,2.086565593677737343e+04,2.087818930566459312e+04,2.089088929151315097e+04,2.090375883971709118e+04
2.067566179318286595e+04,2.068610226614416388e+04,2.069666813104627727e+04,2.070736122833686750e+04,2.071810946892460561e+04,2.072895448137852509e+04,2.073992500535713043e+04,2.075102409782525137e+04,2.076225358488195707e+04,2.077361569353256709e+04,2.078511393953709194e+04,2.079675065218098825e+04,2.080852948113330422e+04,2.082045371750155755e+04,2.083252823461808657e+04,2.084474950471649936e+04,2.085701266279348420e+04,2.086943072110013964e+04,2.088201445645464264e+04,2.089476558668370490e+04,2.090768639622587943e+04,2.092077924131418331e+04,2.093404531694744219e+04,2.094748716212453655e+04
